DBN,Name,schoolyear,frl_percent,total_enrollment,ell_percent,sped_percent,grade1,grade2,grade3,grade4,grade5,grade6,grade7,grade8,grade9,grade10,grade11,grade12,asian_num,asian_per,black_num,black_per,hispanic_num,hispanic_per,white_num,white_per,male_num,male_per,female_num,female_per
02M625,HIGH SCHOOL OF GRAPHIC COMMUNICATION ARTS,20102011,84.6,1699,10.5,17,NA,NA,NA,NA,NA,NA,NA,NA,557,560,297,285,53,3.1,537,31.6,1066,62.7,40,2.4,802,47.2,897,52.8
02M625,HIGH SCHOOL OF GRAPHIC COMMUNICATION ARTS,20112012,72.7,1433,9.1,17.2,NA,NA,NA,NA,NA,NA,NA,NA,380,415,337,301,45,3.1,434,30.3,914,63.8,37,2.6,667,46.5,766,53.5
02M630,ART AND DESIGN HIGH SCHOOL,20102011,61.9,1283,2.3,9.9,NA,NA,NA,NA,NA,NA,NA,NA,287,337,366,293,112,8.7,351,27.4,650,50.7,151,11.8,616,48,667,52
02M630,ART AND DESIGN HIGH SCHOOL,20112012,53.3,1344,1.6,11.1,NA,NA,NA,NA,NA,NA,NA,NA,345,304,335,360,121,9,360,26.8,685,51,169,12.6,628,46.7,716,53.3
02M655,LIFE SCIENCES SECONDARY SCHOOL,20102011,80,674,7.6,19.6,NA,NA,NA,NA,NA,47,41,38,169,146,120,113,23,3.4,193,28.6,437,64.8,11,1.6,358,53.1,316,46.9
02M655,LIFE SCIENCES SECONDARY SCHOOL,20112012,70.3,717,7.9,19.7,NA,NA,NA,NA,NA,48,39,38,177,173,125,117,24,3.3,205,28.6,461,64.3,17,2.4,370,51.6,347,48.4
02M896,GREENWICH VILLAGE,20102011,63.5,243,8.2,31.3,NA,NA,NA,NA,NA,94,74,75,NA,NA,NA,NA,55,22.6,54,22.2,91,37.4,41,16.9,119,49,124,51
02M896,GREENWICH VILLAGE,20112012,50.4,289,10,23.2,NA,NA,NA,NA,NA,119,96,74,NA,NA,NA,NA,84,29.1,71,24.6,85,29.4,39,13.5,153,52.9,136,47.1
03M009,PS 009 SARAH ANDERSON,20102011,22.8,597,5.2,10.1,122,78,93,92,68,NA,NA,NA,NA,NA,NA,NA,45,7.5,55,9.2,124,20.8,353,59.1,294,49.2,303,50.8
03M009,PS 009 SARAH ANDERSON,20112012,19.1,605,5.6,8.9,104,120,76,95,78,NA,NA,NA,NA,NA,NA,NA,50,8.3,52,8.6,119,19.7,362,59.8,281,46.4,324,53.6
03M044,JHS 044 WILLIAM J O'SHEA,20102011,73.2,67,9,25.4,NA,NA,NA,NA,NA,NA,NA,67,NA,NA,NA,NA,0,0,49,73.1,18,26.9,0,0,33,49.3,34,50.7
03M054,JHS 054 B00KER T.WASHINGTON,20102011,37.2,841,6.4,8.8,NA,NA,NA,NA,NA,271,286,284,NA,NA,NA,NA,70,8.3,155,18.4,165,19.6,408,48.5,423,50.3,418,49.7
03M054,JHS 054 B00KER T.WASHINGTON,20112012,29,831,3.4,9.7,NA,NA,NA,NA,NA,274,271,286,NA,NA,NA,NA,68,8.2,143,17.2,136,16.4,434,52.2,426,51.3,405,48.7
03M075,PS 075 EMILY DICKINSON,20102011,67,687,17.5,16.4,118,99,108,148,115,NA,NA,NA,NA,NA,NA,NA,36,5.2,182,26.5,364,53,104,15.1,361,52.5,326,47.5
03M075,PS 075 EMILY DICKINSON,20112012,57.5,635,15.4,15.7,92,115,93,107,138,NA,NA,NA,NA,NA,NA,NA,29,4.6,168,26.5,330,52,99,15.6,337,53.1,298,46.9
03M076,PS 076 A. PHILIP RANDOLPH,20102011,82.7,461,7.4,12.1,44,36,58,47,64,58,45,NA,NA,NA,NA,NA,4,0.9,373,80.9,77,16.7,6,1.3,225,48.8,236,51.2
03M076,PS 076 A. PHILIP RANDOLPH,20112012,84.9,539,7.4,13,45,39,34,55,46,72,61,50,NA,NA,NA,NA,3,0.6,428,79.4,101,18.7,6,1.1,243,45.1,296,54.9
03M084,PS 084 LILLIAN WEBER,20102011,63.4,518,8.7,12,102,103,79,59,52,NA,NA,NA,NA,NA,NA,NA,14,2.7,127,24.5,241,46.5,123,23.7,264,51,254,49
03M084,PS 084 LILLIAN WEBER,20112012,53.7,489,7.8,11.9,76,89,91,61,53,NA,NA,NA,NA,NA,NA,NA,13,2.7,108,22.1,222,45.4,137,28,249,50.9,240,49.1
03M087,PS 087 WILLIAM SHERMAN,20102011,16,980,3.4,15.5,192,170,176,151,136,NA,NA,NA,NA,NA,NA,NA,65,6.6,100,10.2,158,16.1,639,65.2,499,50.9,481,49.1
03M087,PS 087 WILLIAM SHERMAN,20112012,10.1,963,2.9,13.3,142,189,161,177,136,NA,NA,NA,NA,NA,NA,NA,64,6.6,72,7.5,148,15.4,652,67.7,481,49.9,482,50.1
03M145,PS 145 BLOOMINGDALE SCHOOL,20102011,86.5,484,23.1,18.6,66,61,64,77,83,NA,NA,NA,NA,NA,NA,NA,11,2.3,136,28.1,295,61,34,7,250,51.7,234,48.3
03M145,PS 145 BLOOMINGDALE SCHOOL,20112012,75.8,445,19.8,19.8,59,60,58,70,87,NA,NA,NA,NA,NA,NA,NA,10,2.2,123,27.6,283,63.6,27,6.1,204,45.8,241,54.2
03M149,PS 149 SOJOURNER TRUTH,20102011,80.7,431,8.4,20.2,61,42,43,38,41,39,32,40,NA,NA,NA,NA,10,2.3,299,69.4,90,20.9,3,0.7,211,49,220,51
03M149,PS 149 SOJOURNER TRUTH,20112012,77.5,383,7,23.8,56,49,32,45,29,42,33,33,NA,NA,NA,NA,5,1.3,240,62.7,98,25.6,3,0.8,190,49.6,193,50.4
03M163,PS 163 ALFRED E SMITH,20102011,56,626,10.9,15,114,89,96,99,101,NA,NA,NA,NA,NA,NA,NA,31,5,134,21.4,266,42.5,168,26.8,324,51.8,302,48.2
03M163,PS 163 ALFRED E SMITH,20112012,47.7,636,9,13.1,116,126,89,93,96,NA,NA,NA,NA,NA,NA,NA,35,5.5,138,21.7,292,45.9,160,25.2,330,51.9,306,48.1
03M165,PS 165 ROBERT E SIMON,20102011,80.2,769,23.8,18.7,93,88,111,105,104,54,60,49,NA,NA,NA,NA,20,2.6,141,18.3,542,70.5,48,6.2,416,54.1,353,45.9
03M165,PS 165 ROBERT E SIMON,20112012,73.7,826,20.7,17.6,88,98,99,111,113,70,54,65,NA,NA,NA,NA,28,3.4,132,16,592,71.7,64,7.7,440,53.3,386,46.7
06M321,MS 321  MINERVA,20102011,93.6,89,44.9,7.9,NA,NA,NA,NA,NA,NA,NA,89,NA,NA,NA,NA,0,0,7,7.9,82,92.1,0,0,47,52.8,42,47.2
03M166,PS 166 THE RICHARD ROGERS SCHOOL OF THE ARTS AND,20102011,36.6,610,5.9,11,105,107,106,96,90,NA,NA,NA,NA,NA,NA,NA,53,8.7,83,13.6,160,26.2,308,50.5,299,49,311,51
